longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity
-120.48;41.82;20;1367,00;284;429;181;20.227;47500;INLAND
-1208;41.79;34;1355,00;262;434;178;20.903;56100;INLAND
-120.12;41.4;33;2820,00;515;976;403;26.062;52600;INLAND
-120.55;41.61;22;9047,00;1831;4276;1622;20.802;47900;INLAND
-119.54;38.51;14;1250,00;272;721;234;2.35;95700;INLAND
-119.44;38.53;20;1963,00;434;682;273;15.817;97800;INLAND
-119.3;38.26;19;3325,00;660;750;286;29.509;114800;INLAND
-118.98;383;15;991,00;277;419;170;35.469;82500;INLAND
-1197;37.8;12;1736,00;352;330;123;35.294;160700;INLAND
-1198;37.78;17;1631,00;335;285;128;27.656;130000;INLAND
-118.45;37.7;15;2199,00;453;899;347;2.35;107800;INLAND
-118.74;37.58;20;3301,00;779;1085;448;37.315;159300;INLAND
-118.96;37.64;11;3934,00;697;901;345;42.381;242700;INLAND
-1192;37.64;14;5919,00;1278;265;112;32.431;221400;INLAND
-118.98;37.65;18;1795,00;416;483;208;45.375;169800;INLAND
-118.99;37.65;20;2474,00;625;338;141;51;195500;INLAND
-118.98;37.64;17;3769,00;908;1160;453;35;188900;INLAND
-118.97;37.64;13;1907,00;544;575;234;30.685;162500;INLAND
-118.97;37.64;14;2284,00;622;342;137;30.921;87500;INLAND
-118.97;37.64;14;1847,00;439;238;98;36.042;137500;INLAND
-118.99;37.63;10;7744,00;1573;483;224;32.917;231800;INLAND
-121.64;36.72;17;4203,00;816;2900;827;41.742;159900;<1H OCEAN
-121.63;36.71;19;5015,00;1013;3251;940;39.818;152900;<1H OCEAN
-121.62;36.71;24;4195,00;706;2200;647;43.451;177800;<1H OCEAN
-121.62;36.74;30;1337,00;253;838;247;50.374;165400;<1H OCEAN
-121.64;36.7;32;4089,00;735;2927;713;41.675;142500;<1H OCEAN
-121.65;36.7;29;4964,00;1056;2773;1036;30.827;148100;<1H OCEAN
-121.66;36.71;27;4131,00;886;2002;815;32.929;157500;<1H OCEAN
-121.66;36.7;33;3252,00;630;2010;641;34.222;158100;<1H OCEAN
-121.65;36.69;21;7884,00;2011;4907;1919;27.367;160300;<1H OCEAN
-121.64;36.68;16;6568,00;1603;6012;1565;23.463;156100;<1H OCEAN
-121.63;36.68;24;2591,00;739;3243;702;21.766;108500;<1H OCEAN
-121.61;36.68;37;3149,00;833;3456;788;28.542;127600;<1H OCEAN
-121.62;36.68;43;2534,00;592;2448;603;24.884;130500;<1H OCEAN
-121.61;36.69;19;9899,00;2617;11272;2528;20.244;118500;<1H OCEAN
-121.61;36.67;39;3260,00;821;3130;793;25.224;119200;<1H OCEAN
-121.62;36.67;45;1827,00;408;1507;410;28.942;129000;<1H OCEAN
-121.62;36.67;31;2697,00;690;2220;665;25.329;135200;<1H OCEAN
-121.63;36.67;34;2486,00;560;2443;557;25.263;130400;<1H OCEAN
-121.64;36.67;28;256,00;66;214;60;30.197;137500;<1H OCEAN
-121.63;36.65;44;309,00;121;315;80;16.071;112500;<1H OCEAN
-121.64;36.66;24;3174,00;506;1466;535;52.285;248100;<1H OCEAN
-121.65;36.66;30;3745,00;767;1762;748;32.355;214200;<1H OCEAN
-121.65;36.66;42;4261,00;840;2013;801;35.288;221000;<1H OCEAN
-121.65;36.67;52;2351,00;459;1169;439;28.924;169600;<1H OCEAN
-121.65;36.67;28;1926,00;556;1717;535;19.385;123200;<1H OCEAN
-121.66;36.68;10;913,00;265;508;251;0.9914;147500;<1H OCEAN
-121.66;36.67;40;2878,00;592;1444;564;31.439;192300;<1H OCEAN
-121.66;36.67;40;2497,00;520;1275;508;31.071;193100;<1H OCEAN
-121.67;36.66;19;9371,00;1980;4259;1882;36.875;189700;<1H OCEAN
-121.67;36.67;24;3071,00;544;1477;560;39.219;222500;<1H OCEAN
-121.68;36.67;26;5745,00;1017;2780;996;5;202300;<1H OCEAN
-121.67;36.68;38;5561,00;1292;3523;1253;28.289;168300;<1H OCEAN
-121.66;36.69;6;10613,00;2485;7249;2375;37.912;168900;<1H OCEAN
-121.79;36.85;28;1049,00;235;705;208;27.321;150000;NEAR OCEAN
-121.77;36.87;37;424,00;65;266;64;33.472;293800;NEAR OCEAN
-121.73;36.9;23;2392,00;721;3074;718;25.195;136900;<1H OCEAN
-121.71;36.9;16;1680,00;285;1103;275;46.125;253800;<1H OCEAN
-121.68;36.9;13;833,00;130;405;127;52.729;322900;<1H OCEAN
-121.66;36.89;15;2608,00;458;1531;457;55.148;253500;<1H OCEAN
-121.76;36.83;28;1445,00;268;1017;284;36.693;211000;<1H OCEAN
-121.73;36.86;28;827,00;178;703;144;44.271;175700;<1H OCEAN
-121.71;36.88;19;2528,00;554;2332;492;37.766;177000;<1H OCEAN
-121.73;36.85;22;1304,00;278;887;227;36.607;206300;<1H OCEAN
-121.7;36.84;19;2511,00;465;1551;450;49.107;231900;<1H OCEAN
-121.65;36.85;20;2606,00;424;1361;426;45.787;245100;<1H OCEAN
-121.69;36.8;19;2164,00;410;1309;426;3.338;185300;<1H OCEAN
-121.74;36.79;16;3841,00;620;1799;611;43.814;245300;<1H OCEAN
-121.72;36.81;18;1984,00;379;1078;359;32.969;229900;<1H OCEAN
-121.69;36.81;18;2837,00;522;1454;458;45.272;221000;<1H OCEAN
-121.66;36.82;17;3921,00;654;1895;641;50.092;238700;<1H OCEAN
-121.64;36.82;18;1819,00;283;919;295;41.696;222500;<1H OCEAN
-121.76;36.75;21;1141,00;257;671;195;38.424;155700;<1H OCEAN
-121.7;36.77;21;2294,00;478;1306;430;30.347;227200;<1H OCEAN
-121.76;36.77;27;1608,00;503;2031;498;23.384;121000;<1H OCEAN
-121.75;36.77;25;1851,00;418;1678;390;32.937;135300;<1H OCEAN
-121.75;36.76;32;1740,00;399;1563;389;27.694;132400;<1H OCEAN
-121.64;36.74;30;2628,00;444;1372;432;41.696;175000;<1H OCEAN
-121.64;36.8;18;5915,00;1000;2975;975;45.812;255200;<1H OCEAN
-121.6;36.81;18;1575,00;230;751;219;52.203;286500;<1H OCEAN
-121.65;36.77;15;2191,00;358;1150;330;47.969;227500;<1H OCEAN
-121.68;36.72;12;19234,00;4492;12153;4372;32.652;152800;<1H OCEAN
-121.7;36.67;37;641,00;129;458;142;33.456;252600;<1H OCEAN
-121.62;36.63;52;1437,00;298;836;257;36.286;165500;<1H OCEAN
-121.54;36.7;12;6758,00;1241;3918;1100;3.525;201700;<1H OCEAN
-121.62;36.69;11;4712,00;1098;5982;1105;25.986;135700;<1H OCEAN
-121.62;36.69;12;512,00;144;767;149;22.667;72900;<1H OCEAN
-121.69;36.62;19;1907,00;323;681;270;60.332;244900;<1H OCEAN
-121.7;36.6;19;3562,00;530;1607;505;50.162;283100;<1H OCEAN
-121.67;36.58;11;5892,00;837;2327;812;61.551;291800;<1H OCEAN
-121.59;36.55;34;737,00;140;362;138;51.788;270000;<1H OCEAN
-121.7;36.55;21;3905,00;583;1528;586;76.245;336600;<1H OCEAN
-121.69;36.52;15;4037,00;586;1596;557;80.922;390100;<1H OCEAN
-121.43;36.5;14;1835,00;468;1867;461;23.879;129800;<1H OCEAN
-121.44;36.51;31;1636,00;380;1468;339;32.219;114700;<1H OCEAN
-121.45;36.51;29;1045,00;311;1245;273;1.775;112500;<1H OCEAN
-121.42;36.57;13;2685,00;621;2474;573;28.775;134100;<1H OCEAN
-121.48;36.49;28;1006,00;228;738;193;19.722;210700;<1H OCEAN
-121.74;36.49;33;2952,00;565;1264;517;44.209;274600;<1H OCEAN
-121.73;36.5;27;3184,00;520;1121;493;56.383;377000;<1H OCEAN
-121.74;36.47;28;1973,00;343;970;349;4.25;279100;<1H OCEAN
-121.7;36.48;19;2150,00;479;1052;428;35.039;288400;<1H OCEAN
-121.62;36.43;20;1335,00;290;717;243;47.891;230600;<1H OCEAN
-121.66;36.37;9;1580,00;287;465;208;61.668;405800;<1H OCEAN
-121.31;36.42;21;2740,00;615;2630;564;26.629;102700;<1H OCEAN
-121.32;36.42;20;1054,00;269;1219;273;30.437;76600;<1H OCEAN
-121.32;36.43;22;2927,00;637;2546;618;27.153;114300;<1H OCEAN
-121.33;36.43;40;622,00;194;902;196;2.625;109100;<1H OCEAN
-121.4;36.38;39;2288,00;529;1449;410;33.289;190600;<1H OCEAN
-121.23;36.33;23;2095,00;536;1858;457;30.543;92400;<1H OCEAN
-121.25;36.32;12;4776,00;1082;4601;1066;29.184;100500;<1H OCEAN
-121.26;36.32;30;146,00;41;164;40;2.3;206300;<1H OCEAN
-121.24;36.33;13;1642,00;418;1534;388;31.222;125500;<1H OCEAN
-121.24;36.34;33;1691,00;308;792;262;26.648;164600;<1H OCEAN
-121.12;36.21;16;1720,00;473;1427;291;21.107;76200;<1H OCEAN
-121.13;36.21;27;1476,00;352;1156;358;31.929;137900;<1H OCEAN
-121.13;36.21;30;1484,00;414;1200;351;17.548;95800;<1H OCEAN
-121.13;36.21;34;2504,00;550;1810;547;34.821;113700;<1H OCEAN
-121.13;36.2;16;1868,00;443;1323;436;29.559;163200;<1H OCEAN
-1212;36.24;12;2198,00;507;1971;502;26.801;100000;<1H OCEAN
-121.2;36.14;12;3738,00;710;2337;664;39.647;135000;<1H OCEAN
-121.39;36.16;28;1057,00;249;288;130;30.526;146900;NEAR OCEAN
-121.32;35.95;31;372,00;68;479;67;35.547;200000;NEAR OCEAN
-121;35.94;16;3077,00;628;1479;536;33.724;114600;<1H OCEAN
-120.79;366;29;1916,00;386;1019;314;24.881;87500;<1H OCEAN
-120.51;35.91;39;768,00;162;264;118;53.245;250000;INLAND
-121.91;36.42;14;1078,00;261;382;171;37.083;210000;NEAR OCEAN
-121.84;36.25;20;958,00;245;590;189;26.094;362500;NEAR OCEAN
-121.62;36.14;25;726,00;274;411;214;32.375;450000;NEAR OCEAN
-121.87;36.55;20;10053,00;1768;3083;1621;51.506;387500;NEAR OCEAN
-121.82;36.54;22;1746,00;363;886;364;55.469;378800;<1H OCEAN
-121.77;36.53;18;2321,00;358;803;341;101.854;426000;<1H OCEAN
-121.84;36.52;18;3165,00;533;1312;434;65.234;357400;NEAR OCEAN
-121.88;36.49;28;2830,00;458;898;370;58.142;500001;NEAR OCEAN
-121.92;36.57;42;3944,00;738;1374;598;4.174;394400;NEAR OCEAN
-121.91;36.55;39;5468,00;834;1782;712;57.248;398800;NEAR OCEAN
-121.92;36.54;33;5323,00;887;1670;740;39.792;468000;NEAR OCEAN
-121.92;36.56;40;2124,00;449;643;341;55.164;369100;NEAR OCEAN
-121.94;36.55;30;2722,00;584;628;384;34.048;487100;NEAR OCEAN
-121.92;36.56;39;2144,00;538;749;419;27.039;364000;NEAR OCEAN
-121.92;36.55;37;2190,00;419;490;300;37.852;465800;NEAR OCEAN
-121.92;36.55;44;3494,00;635;693;415;3.6;452800;NEAR OCEAN
-121.92;36.55;52;2616,00;483;582;313;3.275;500001;NEAR OCEAN
-121.95;36.61;31;1736,00;250;497;170;63.835;407800;NEAR OCEAN
-121.93;36.59;25;2201,00;353;622;295;50.621;386500;NEAR OCEAN
-121.95;36.6;32;3152,00;504;793;426;71.198;469900;NEAR OCEAN
-121.95;36.59;22;3553,00;530;1108;441;58.505;417100;NEAR OCEAN
-121.94;36.58;23;4911,00;693;1480;606;6.777;500000;NEAR OCEAN
-121.94;36.57;28;3153,00;409;569;271;144.113;500001;NEAR OCEAN
-121.93;36.6;33;3455,00;683;1704;663;40.154;225700;NEAR OCEAN
-121.92;36.61;29;3735,00;808;1873;757;31.543;253800;NEAR OCEAN
-121.93;36.62;34;2351,00;;1063;428;3.725;278000;NEAR OCEAN
-121.92;36.61;27;3044,00;661;1229;618;31.359;268000;NEAR OCEAN
-121.93;36.62;39;869,00;173;406;165;40.313;253800;NEAR OCEAN
-121.92;36.62;52;974,00;190;403;181;43.281;236500;NEAR OCEAN
-121.92;36.62;52;1001,00;191;425;184;37.614;241700;NEAR OCEAN
-121.92;36.62;47;1811,00;401;948;375;30.379;249300;NEAR OCEAN
-121.91;36.62;52;1431,00;300;657;293;32.865;240100;<1H OCEAN
-121.92;36.62;52;867,00;199;391;187;26.713;234600;NEAR OCEAN
-121.92;36.62;52;1410,00;303;578;285;25.625;235400;NEAR OCEAN
-121.92;36.62;52;728,00;161;313;142;34.327;254500;NEAR OCEAN
-121.91;36.62;40;1292,00;271;504;230;2.475;258300;<1H OCEAN
-121.91;36.62;30;724,00;167;325;155;33.333;247900;<1H OCEAN
-121.71;36.78;19;2371,00;324;944;332;59.175;240200;<1H OCEAN
-121.92;36.62;52;2584,00;599;790;444;25.263;286400;NEAR OCEAN
-121.91;36.62;52;541,00;157;240;145;35.865;290000;<1H OCEAN
-121.91;36.62;52;1220,00;267;488;265;37.454;243800;<1H OCEAN
-121.91;36.63;42;817,00;194;391;193;21.776;279200;<1H OCEAN
-121.93;36.63;28;3983,00;852;1582;778;35.147;313900;NEAR OCEAN
-121.93;36.63;33;1740,00;342;638;329;31.912;319800;NEAR OCEAN
-121.92;36.63;40;1076,00;193;406;180;34.943;311100;<1H OCEAN
-121.93;36.63;41;1049,00;198;428;183;43.571;287500;NEAR OCEAN
-121.92;36.63;36;877,00;175;349;168;34.167;339100;<1H OCEAN
-121.89;36.63;20;1834,00;554;971;514;30.383;217300;<1H OCEAN
-121.9;36.61;29;3412,00;827;1574;759;29.309;217100;NEAR OCEAN
-121.91;36.61;30;2755,00;597;1519;554;32.952;234600;NEAR OCEAN
-121.92;36.61;27;1619,00;352;831;344;4.3;226400;NEAR OCEAN
-121.92;36.61;21;1242,00;340;834;362;24.922;243800;NEAR OCEAN
-121.9;36.6;39;1629,00;423;804;386;24.663;236500;NEAR OCEAN
-121.9;36.6;33;2461,00;649;1234;601;28.727;225000;NEAR OCEAN
-121.9;36.6;45;2249,00;412;944;429;30.625;260300;NEAR OCEAN
-121.9;36.59;42;2689,00;510;1023;459;46.182;301000;NEAR OCEAN
-121.9;36.58;31;1431,00;;704;393;31.977;289300;NEAR OCEAN
-121.91;36.59;31;2034,00;335;966;322;46.964;291300;NEAR OCEAN
-121.91;36.6;35;2605,00;410;1110;406;55.519;329500;NEAR OCEAN
-121.91;36.59;17;5039,00;833;1678;710;62.323;339100;NEAR OCEAN
-121.89;36.6;40;626,00;164;337;150;27.917;225000;<1H OCEAN
-121.89;36.6;19;656,00;200;248;173;12.656;500000;<1H OCEAN
-121.88;36.6;30;1671,00;469;760;375;25.164;178100;<1H OCEAN
-121.88;36.59;30;1822,00;505;932;496;26.894;179500;<1H OCEAN
-121.89;36.59;18;2700,00;937;1042;744;31.364;150000;NEAR OCEAN
-121.89;36.59;32;784,00;112;262;114;6.918;500001;NEAR OCEAN
-121.88;36.58;29;4910,00;871;3438;904;40.432;450000;NEAR OCEAN
-121.86;36.58;20;6332,00;991;2668;955;57.578;347700;<1H OCEAN
-121.81;36.57;13;3030,00;413;1027;363;69.615;500001;<1H OCEAN
-121.87;36.61;21;1616,00;400;688;384;42.109;278800;<1H OCEAN
-121.86;36.6;31;1044,00;285;762;301;3.038;195300;<1H OCEAN
-121.86;36.6;21;3634,00;1011;1985;917;29.085;156300;<1H OCEAN
-121.86;36.6;33;1409,00;307;633;290;35.568;191200;<1H OCEAN
-121.85;36.6;21;2381,00;701;1264;659;25.372;218000;<1H OCEAN
-121.85;36.59;42;891,00;203;525;212;33.156;186300;<1H OCEAN
-121.84;36.59;34;3852,00;733;1661;696;43.269;221300;<1H OCEAN
-121.83;36.61;27;5665,00;1281;3612;1191;30.542;142100;<1H OCEAN
-121.83;36.6;30;2748,00;502;1491;535;43.472;185000;<1H OCEAN
-121.84;36.61;26;2902,00;761;2258;719;25.663;128900;<1H OCEAN
-121.84;36.6;30;2958,00;691;1616;666;34.643;191800;<1H OCEAN
-121.84;36.61;21;2876,00;802;2487;795;22.007;112800;<1H OCEAN
-121.84;36.61;15;2190,00;586;1570;510;1.875;122300;<1H OCEAN
-121.82;36.61;24;2437,00;438;1430;444;38.015;169100;<1H OCEAN
-121.83;36.61;26;3723,00;789;2563;747;34.531;133100;<1H OCEAN
-121.83;36.61;27;2248,00;466;1644;453;32.545;131200;<1H OCEAN
-121.83;36.62;33;2938,00;576;1516;568;3.5;162400;<1H OCEAN
-121.83;36.62;33;1771,00;398;1037;388;27.708;161800;<1H OCEAN
-121.85;36.6;41;3138,00;717;1890;642;24.864;140400;<1H OCEAN
-121.85;36.61;38;238,00;;191;67;13.897;125000;<1H OCEAN
-121.86;36.63;37;338,00;109;231;100;25.313;108300;<1H OCEAN
-121.84;36.62;26;32,00;8;27;10;2.225;150000;<1H OCEAN
-121.79;36.64;11;32627,00;6445;28566;6082;23.087;118800;<1H OCEAN
-121.8;36.68;18;8581,00;1957;6071;1889;3;162200;<1H OCEAN
-121.79;36.68;22;6912,00;1513;3794;1455;30.608;168300;<1H OCEAN
-121.8;36.72;14;2493,00;407;1296;418;54.508;190000;<1H OCEAN
-121.8;36.69;12;3877,00;914;2274;858;34.239;194800;<1H OCEAN
-121.77;36.71;18;6601,00;1395;3562;1299;3.512;174800;<1H OCEAN
-122.29;38.3;52;144,00;54;89;48;10.096;162500;NEAR BAY
-122.29;38.3;52;935,00;224;315;207;18.287;146900;NEAR BAY
-122.3;38.3;21;1108,00;269;524;274;27.619;154600;NEAR BAY
-122.3;38.3;52;1128,00;207;450;197;33.542;154600;NEAR BAY
-122.29;38.3;52;1219,00;288;847;283;16.691;183300;NEAR BAY
-122.28;38.29;23;1398,00;388;1112;406;22.366;140200;NEAR BAY
-122.29;38.29;52;3217,00;742;1670;671;24.398;163100;NEAR BAY
-122.3;38.29;48;2278,00;477;1219;453;29.643;154000;NEAR BAY
-122.3;38.29;40;1739,00;318;744;312;26.518;156100;NEAR BAY
-122.29;38.28;38;2308,00;425;1272;406;36.083;134200;NEAR BAY
-122.26;38.29;10;969,00;160;482;180;65.799;218100;NEAR BAY
-122.27;38.29;36;1446,00;306;678;295;28.409;153000;NEAR BAY
-122.28;38.3;23;526,00;152;245;130;20.134;142500;NEAR BAY
-122.28;38.29;19;531,00;112;139;80;19.875;325000;NEAR BAY
-122.27;38.29;20;3870,00;795;2088;774;33.021;152700;NEAR BAY
-122.26;38.28;24;2831,00;502;1462;503;4.5;158300;NEAR BAY
-122.27;38.28;37;1170,00;303;766;302;26.618;136200;NEAR BAY
-122.26;38.31;33;4518,00;704;1776;669;52.444;281100;NEAR BAY
-122.27;38.32;31;1267,00;319;545;297;19.946;206800;NEAR BAY
-122.27;38.31;44;3030,00;589;1373;582;29.054;155200;NEAR BAY
-122.28;38.32;12;4609,00;1005;2293;960;34.543;194500;NEAR BAY
-122.29;38.32;23;4312,00;993;2317;934;27.667;153200;NEAR BAY
-122.3;38.32;20;2063,00;486;1045;460;25.035;153200;NEAR BAY
-122.3;38.31;34;1797,00;395;1162;407;3.455;137500;NEAR BAY
-122.29;38.31;25;4927,00;1005;2756;998;27.325;162900;NEAR BAY
-122.28;38.31;52;58,00;18;48;22;1.76;166700;NEAR BAY
-122.29;38.31;45;3075,00;754;1635;723;22.721;139800;NEAR BAY
-122.3;38.3;44;3690,00;809;1922;736;26.346;139800;NEAR BAY
-122.31;38.34;19;4187,00;684;1827;605;45.293;210400;NEAR BAY
-122.31;38.33;21;1922,00;344;1051;342;36.042;183300;NEAR BAY
-122.3;38.33;15;4741,00;956;2043;856;41.862;183600;NEAR BAY
-122.31;38.33;26;2155,00;339;956;365;40.132;174700;NEAR BAY
-122.31;38.32;33;2463,00;421;1235;465;37.045;161500;NEAR BAY
-122.32;38.33;17;851,00;118;370;123;50.877;209300;NEAR BAY
-122.33;38.33;15;3193,00;468;1303;426;53.017;202600;NEAR BAY
-122.32;38.32;19;2922,00;417;1221;442;58.002;238700;NEAR BAY
-122.32;38.32;22;2483,00;528;1478;492;40.878;164400;NEAR BAY
-122.31;38.32;35;3997,00;762;2074;703;3.285;138100;NEAR BAY
-122.32;38.32;26;2710,00;498;1439;484;5;175200;NEAR BAY
-122.33;38.31;14;6778,00;947;2768;1014;61.953;258900;NEAR BAY
-122.31;38.3;25;3883,00;740;1641;676;3.9;187300;NEAR BAY
-122.31;38.31;32;2577,00;458;1172;447;38.796;175500;NEAR BAY
-122.31;38.3;45;3023,00;659;1789;657;36.039;126000;NEAR BAY
-122.32;38.29;21;1607,00;356;834;352;23.787;177900;NEAR BAY
-122.33;38.29;14;3541,00;499;1577;459;53.351;269900;NEAR BAY
-122.3;38.29;20;1789,00;434;1113;398;24.728;139700;NEAR BAY
-122.3;38.29;25;1701,00;427;1021;399;30.404;142100;NEAR BAY
-122.3;38.28;31;1633,00;316;944;300;33.977;158700;NEAR BAY
-122.31;38.27;34;1748,00;284;783;303;43.585;194400;NEAR BAY
-122.3;38.27;4;1051,00;263;455;248;36.389;130200;NEAR BAY
-122.3;38.25;18;3548,00;880;1476;699;37.188;163400;NEAR BAY
-122.21;38.28;35;1273,00;210;555;181;44.861;269300;NEAR BAY
-122.24;38.25;33;213,00;36;91;33;49.167;187500;NEAR BAY
-122.28;38.22;42;106,00;18;40;25;75.197;275000;NEAR BAY
-122.29;38.19;13;7065,00;1259;3864;1221;47.472;148600;NEAR BAY
-122.25;38.17;34;778,00;137;406;136;42.955;121300;NEAR BAY
-122.23;38.17;45;350,00;;225;72;18.942;216700;NEAR BAY
-122.25;38.16;17;4459,00;944;1812;888;29.375;106700;NEAR BAY
-122.26;38.16;23;2840,00;491;1586;466;40.337;130400;NEAR BAY
-122.39;38.37;33;1066,00;191;403;163;6.8;240800;<1H OCEAN
-122.37;38.33;29;1868,00;291;764;284;4.825;195100;NEAR BAY
-122.35;38.3;18;3735,00;557;1504;521;56.304;243100;NEAR BAY
-122.33;38.21;33;2017,00;370;949;342;4.625;228600;NEAR BAY
-122.4;38.34;33;1408,00;273;520;212;35.781;242500;<1H OCEAN
-122.33;38.38;28;1020,00;169;504;164;45.694;287500;INLAND
-122.4;38.41;20;4867,00;1015;1725;1015;25.685;267600;INLAND
-122.32;38.35;20;3494,00;549;1673;541;55.718;185200;INLAND
-122.36;38.41;18;1808,00;400;968;370;37.067;175000;INLAND
-122.36;38.4;16;2716,00;546;898;500;22.536;201200;INLAND
-122.18;38.35;24;407,00;68;175;61;60.266;216700;INLAND
-122.21;38.41;12;4270,00;654;1624;598;55.266;331300;INLAND
-122.29;38.4;28;2024,00;340;844;309;47.833;361100;INLAND
-122.33;38.39;36;831,00;122;272;109;63.427;304800;INLAND
-122.28;38.34;44;1066,00;190;416;174;36.389;304000;NEAR BAY
-122.26;38.36;25;1821,00;344;349;179;69.931;398800;INLAND
-122.26;38.33;34;2048,00;316;780;267;5.815;339200;NEAR BAY
-122.23;38.33;31;3440,00;574;1538;537;55.368;325900;NEAR BAY
-122.24;38.31;38;1938,00;301;823;285;61.089;280800;NEAR BAY
-122.52;38.53;35;1227,00;236;548;207;4.875;336700;INLAND
-122.48;38.48;29;2278,00;397;765;322;46.379;348200;INLAND
-122.4;38.46;33;2542,00;466;1099;420;4.635;248500;INLAND
-122.47;38.51;18;2487,00;516;980;503;35.506;187500;INLAND
-122.47;38.51;25;928,00;195;413;184;34.904;196900;INLAND
-122.48;38.51;49;1977,00;393;741;339;31.312;247600;INLAND
-122.48;38.5;37;3049,00;;1287;439;43.125;276500;INLAND
-122.47;38.5;23;2191,00;415;959;361;41.993;214500;INLAND
-122.45;38.51;18;1297,00;337;610;312;19.441;184400;INLAND
-122.4;38.53;24;1741,00;289;564;231;36.118;248400;INLAND
-122.44;38.57;26;2101,00;390;2171;360;36.429;159700;INLAND
-122.45;38.58;34;2517,00;483;1324;464;30.938;189400;INLAND
-122.47;38.6;20;1036,00;202;589;194;53.698;303300;INLAND
-122.48;38.54;37;1898,00;359;973;340;42.096;256600;INLAND
-122.46;38.53;32;1735,00;331;785;309;36.641;275800;INLAND
-122.27;38.68;18;742,00;142;343;119;31.563;98400;INLAND
-122.26;38.57;22;509,00;103;139;73;21.979;152800;INLAND
-122.27;38.53;22;678,00;137;336;103;4.4;142500;INLAND
-122.18;38.49;15;1743,00;366;655;264;33.393;146900;INLAND
-122.52;38.67;35;1705,00;321;708;253;34.539;300000;INLAND
-122.59;38.56;43;2088,00;379;721;293;4.65;245000;<1H OCEAN
-122.57;38.58;18;2083,00;506;926;487;19.925;225000;INLAND
-122.58;38.59;33;1239,00;262;539;246;35.208;195800;INLAND
-122.58;38.58;32;2723,00;637;1549;556;23.942;183100;INLAND
-122.59;38.58;18;3753,00;752;1454;668;37.585;185700;<1H OCEAN
-1217;39.15;15;6828,00;1319;3002;1318;24.726;143400;INLAND
-1217;399;17;1878,00;345;892;299;28.864;143100;INLAND
-121.1;398;13;1110,00;216;602;209;25.887;144400;INLAND
-121.11;399;16;1000,00;197;508;190;23.062;138800;INLAND
-121.12;393;17;838,00;161;388;142;36.563;163500;INLAND
-1215;39.13;10;3063,00;497;1168;507;44.375;185100;INLAND
-1213;39.14;10;3138,00;524;1275;511;40.775;164500;INLAND
-1217;39.13;8;4839,00;832;1977;762;40.848;155900;INLAND
-1215;39.11;7;2767,00;423;1143;382;36.333;170200;INLAND
-1214;398;8;2870,00;526;1307;451;3.463;201700;INLAND
-121;399;7;439,00;84;246;80;30.781;162500;INLAND
-1218;392;13;1839,00;275;752;270;42.031;209600;INLAND
-1217;395;10;1813,00;311;827;287;36.087;182100;INLAND
-1217;394;9;2374,00;372;884;333;45.042;206400;INLAND
-1213;395;12;1875,00;307;806;283;39.185;195200;INLAND
-1216;394;14;1651,00;279;633;261;42.802;194800;INLAND
-1216;394;15;1999,00;287;585;246;55.161;361900;INLAND
-1216;393;11;1887,00;303;775;283;38.417;187200;INLAND
-121.22;39.11;14;1405,00;269;660;228;30.804;156800;INLAND
-121.19;395;14;1131,00;193;520;178;3.9;180400;INLAND
-121.14;39.1;13;1085,00;227;629;214;50.389;171500;INLAND
-121.12;39.2;9;1431,00;254;681;221;3.045;170400;INLAND
-121.1;39.15;10;680,00;143;354;140;40.333;161500;INLAND
-1218;39.18;19;2323,00;397;963;379;37.426;162700;INLAND
-121.18;39.26;14;811,00;161;352;121;35.938;140300;INLAND
-121.18;39.25;9;3415,00;562;1208;479;43.646;185900;INLAND
-121.2;39.25;5;906,00;144;376;141;43.523;188200;INLAND
-121.18;39.23;8;2112,00;360;782;344;37.125;175000;INLAND
-121.21;39.24;7;4194,00;673;1355;566;43.702;226100;INLAND
-121.2;39.23;9;2802,00;447;955;418;52.359;213300;INLAND
-121.18;39.19;16;1528,00;351;729;319;24.688;138800;INLAND
-121.16;39.18;14;1006,00;187;462;185;31.042;152000;INLAND
-121.25;39.17;9;999,00;189;411;176;2.125;151800;INLAND
-121.2;39.2;16;1039,00;182;554;184;29.688;128300;INLAND
-121.15;39.23;13;3883,00;763;1816;682;28.102;144400;INLAND
-121.24;39.22;14;983,00;163;399;161;22.917;145100;INLAND
-121.23;39.27;11;1265,00;224;573;205;33.603;162500;INLAND
-1217;39.23;39;2099,00;433;929;423;19.886;113800;INLAND
-1214;39.24;48;1188,00;227;471;219;23.125;125700;INLAND
-1215;39.23;20;1634,00;374;1053;390;15.313;154900;INLAND
-1216;39.23;10;2229,00;537;982;512;2.186;132700;INLAND
-1216;39.22;52;1749,00;422;837;391;2.325;109700;INLAND
-1219;39.23;35;2637,00;511;1181;480;27.813;109200;INLAND
-1217;39.22;52;2432,00;495;928;435;2.425;121100;INLAND
-1218;39.22;30;2188,00;;1033;437;21.419;105200;INLAND
-1218;39.21;17;3033,00;590;1319;583;24.811;111800;INLAND
-1219;39.22;25;2200,00;439;1045;419;26.042;116700;INLAND
-1217;39.2;45;204,00;62;133;51;1;90600;INLAND
-1212;39.23;16;1427,00;319;642;333;14.241;125000;INLAND
